ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_MODAD_1BF2.p1894_consensus	97.987	298	6	0	1	298	359	656	1.84e-147	518
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_MODAD_1BF2.p1894_consensus	99.213	254	2	0	2300	2553	2658	2911	1.13e-129	459
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_MODAD_1BF2.p1894_consensus	98.675	151	2	0	1018	1168	1376	1526	2.04e-72	268
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_MODAD_1BF2.p1894_consensus	98.667	150	2	0	3971	4120	4329	4478	2.04e-72	268
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_MODAD_1BF2.p1894_consensus	99.281	139	1	0	3732	3870	4090	4228	2.06e-67	252
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_MODAD_1BF2.p1894_consensus	98.507	67	1	0	1291	1357	1649	1715	2.18e-27	119
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023019.1_SEVAD_2BF12.p1894_consensus	97.651	298	7	0	1	298	272	569	2.38e-146	514
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023019.1_SEVAD_2BF12.p1894_consensus	99.606	254	1	0	2300	2553	2571	2824	2.43e-131	464
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023019.1_SEVAD_2BF12.p1894_consensus	100.000	150	0	0	3971	4120	4242	4391	3.39e-75	278
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023019.1_SEVAD_2BF12.p1894_consensus	98.675	151	2	0	1291	1441	1562	1712	2.04e-72	268
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023019.1_SEVAD_2BF12.p1894_consensus	97.959	147	3	0	1018	1164	1289	1435	1.59e-68	255
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023019.1_SEVAD_2BF12.p1894_consensus	100.000	101	0	0	3720	3820	3991	4091	5.89e-48	187
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_SEVAD_2BF6.p1894_consensus	97.315	298	8	0	1	298	204	501	3.98e-144	507
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_SEVAD_2BF6.p1894_consensus	99.606	254	1	0	2300	2553	2503	2756	2.43e-131	464
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_SEVAD_2BF6.p1894_consensus	99.338	151	1	0	1291	1441	1494	1644	4.39e-74	274
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_SEVAD_2BF6.p1894_consensus	98.675	151	2	0	1018	1168	1221	1371	2.04e-72	268
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_SEVAD_2BF6.p1894_consensus	98.013	151	3	0	3720	3870	3923	4073	9.51e-71	263
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_SEVAD_2BF6.p1894_consensus	100.000	62	0	0	4059	4120	4262	4323	2.82e-26	115
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_SEVAD_2BF6.p1894_consensus	100.000	43	0	0	3971	4013	4174	4216	1.03e-15	80.5
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000098-54E1-FBD01-01-01-DB01-03-69.p2058_consensus	97.938	291	6	0	1	291	337	627	1.43e-143	505
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000098-54E1-FBD01-01-01-DB01-03-69.p2058_consensus	98.675	151	2	0	1018	1168	1354	1504	2.04e-72	268
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000098-54E1-FBD01-01-01-DB01-03-69.p2058_consensus	98.013	151	3	0	3720	3870	4056	4206	9.51e-71	263
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000098-54E1-FBD01-01-01-DB01-03-69.p2058_consensus	99.057	106	1	0	2300	2405	2636	2741	4.55e-49	191
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023019.1_XX-000071-54E1-FBD01-01-01-DB01-02-71.p2058_consensus	96.644	298	10	0	1	298	351	648	8.61e-141	496
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023019.1_XX-000071-54E1-FBD01-01-01-DB01-02-71.p2058_consensus	99.213	254	2	0	2300	2553	2650	2903	1.13e-129	459
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023019.1_XX-000071-54E1-FBD01-01-01-DB01-02-71.p2058_consensus	98.013	151	3	0	1291	1441	1641	1791	9.51e-71	263
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023019.1_XX-000071-54E1-FBD01-01-01-DB01-02-71.p2058_consensus	98.000	150	3	0	3971	4120	4321	4470	3.42e-70	261
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023019.1_XX-000071-54E1-FBD01-01-01-DB01-02-71.p2058_consensus	96.689	151	5	0	3720	3870	4070	4220	2.06e-67	252
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023019.1_XX-000071-54E1-FBD01-01-01-DB01-02-71.p2058_consensus	84.768	151	23	0	1018	1168	1368	1518	1.64e-48	189
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000071-54E1-ITD01-01-01-DB01-02-76.p2058_consensus	96.644	298	10	0	1	298	390	687	8.61e-141	496
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000071-54E1-ITD01-01-01-DB01-02-76.p2058_consensus	99.213	254	2	0	2300	2553	2689	2942	1.13e-129	459
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000071-54E1-ITD01-01-01-DB01-02-76.p2058_consensus	98.013	151	3	0	1291	1441	1680	1830	9.51e-71	263
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000071-54E1-ITD01-01-01-DB01-02-76.p2058_consensus	94.702	151	8	0	1018	1168	1407	1557	3.44e-65	244
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000071-54E1-ITD01-01-01-DB01-02-76.p2058_consensus	96.923	130	4	0	3741	3870	4130	4259	2.09e-57	219
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023019.1_H-HBPKA016.p1849_consensus	96.644	298	10	0	1	298	363	660	8.61e-141	496
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023019.1_H-HBPKA016.p1849_consensus	99.213	254	2	0	2300	2553	2662	2915	1.13e-129	459
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023019.1_H-HBPKA016.p1849_consensus	98.013	151	3	0	1291	1441	1653	1803	9.51e-71	263
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023019.1_H-HBPKA016.p1849_consensus	97.351	151	4	0	1018	1168	1380	1530	4.42e-69	257
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023019.1_H-HBPKA016.p1849_consensus	96.689	151	5	0	3720	3870	4082	4232	2.06e-67	252
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_SEVAD_1BF5.p1894_consensus	95.638	298	13	0	1	298	164	461	3.10e-140	494
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_SEVAD_1BF5.p1894_consensus	99.602	251	1	0	2303	2553	2466	2716	1.13e-129	459
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_SEVAD_1BF5.p1894_consensus	96.689	151	5	0	3720	3870	3883	4033	2.06e-67	252
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_SEVAD_1BF5.p1894_consensus	97.902	143	3	0	1291	1433	1454	1596	2.66e-66	248
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_SEVAD_1BF5.p1894_consensus	97.500	80	2	0	1089	1168	1252	1331	6.01e-33	137
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_SEVAD_1BF5.p1894_consensus	100.000	46	0	0	4075	4120	4238	4283	2.21e-17	86.1
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023019.1_MODAD_2BF1.p1894_consensus	95.973	298	12	0	1	298	349	646	1.11e-139	492
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023019.1_MODAD_2BF1.p1894_consensus	99.338	151	1	0	1291	1441	1639	1789	4.39e-74	274
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023019.1_MODAD_2BF1.p1894_consensus	98.667	150	2	0	3971	4120	4319	4468	7.35e-72	267
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023019.1_MODAD_2BF1.p1894_consensus	97.931	145	3	0	1018	1162	1366	1510	2.06e-67	252
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000079-54E1-OBD01-01-01-DB01-03-10.p2058_consensus	96.309	298	11	0	1	298	169	466	4.01e-139	490
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000079-54E1-OBD01-01-01-DB01-03-10.p2058_consensus	99.213	254	2	0	2300	2553	2468	2721	1.13e-129	459
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000079-54E1-OBD01-01-01-DB01-03-10.p2058_consensus	98.013	151	3	0	1018	1168	1186	1336	9.51e-71	263
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000079-54E1-OBD01-01-01-DB01-03-10.p2058_consensus	98.000	150	3	0	3971	4120	4139	4288	3.42e-70	261
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000079-54E1-OBD01-01-01-DB01-03-10.p2058_consensus	97.351	151	4	0	1291	1441	1459	1609	4.42e-69	257
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000079-54E1-OBD01-01-01-DB01-03-10.p2058_consensus	96.689	151	5	0	3720	3870	3888	4038	2.06e-67	252
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000079-54E1-ITD01-01-01-DB01-03-09.p2058_consensus	96.309	298	11	0	1	298	357	654	4.01e-139	490
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000079-54E1-ITD01-01-01-DB01-03-09.p2058_consensus	99.213	254	2	0	2300	2553	2656	2909	1.13e-129	459
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000079-54E1-ITD01-01-01-DB01-03-09.p2058_consensus	98.013	151	3	0	1018	1168	1374	1524	9.51e-71	263
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000079-54E1-ITD01-01-01-DB01-03-09.p2058_consensus	98.000	150	3	0	3971	4120	4327	4476	3.42e-70	261
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000079-54E1-ITD01-01-01-DB01-03-09.p2058_consensus	97.351	151	4	0	1291	1441	1647	1797	4.42e-69	257
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000079-54E1-ITD01-01-01-DB01-03-09.p2058_consensus	100.000	43	0	0	3720	3762	4076	4118	1.03e-15	80.5
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000079-54E1-FBD01-01-01-DB01-03-08.p2058_consensus	96.309	298	11	0	1	298	398	695	4.01e-139	490
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000079-54E1-FBD01-01-01-DB01-03-08.p2058_consensus	98.864	176	2	0	2300	2475	2697	2872	2.59e-86	315
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000079-54E1-FBD01-01-01-DB01-03-08.p2058_consensus	98.000	150	3	0	3971	4120	4368	4517	3.42e-70	261
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000079-54E1-FBD01-01-01-DB01-03-08.p2058_consensus	97.351	151	4	0	1018	1168	1415	1565	4.42e-69	257
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000079-54E1-FBD01-01-01-DB01-03-08.p2058_consensus	97.351	151	4	0	1291	1441	1688	1838	4.42e-69	257
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000079-54E1-FBD01-01-01-DB01-03-08.p2058_consensus	96.689	151	5	0	3720	3870	4117	4267	2.06e-67	252
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000075-54E1-FBD01-01-01-DB01-02-80.p2058_consensus	95.638	298	13	0	1	298	378	675	8.67e-136	479
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000075-54E1-FBD01-01-01-DB01-02-80.p2058_consensus	98.819	254	3	0	2300	2553	2677	2930	5.26e-128	453
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000075-54E1-FBD01-01-01-DB01-02-80.p2058_consensus	98.013	151	3	0	1018	1168	1395	1545	9.51e-71	263
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000075-54E1-FBD01-01-01-DB01-02-80.p2058_consensus	98.013	151	3	0	1291	1441	1668	1818	9.51e-71	263
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000075-54E1-FBD01-01-01-DB01-02-80.p2058_consensus	97.351	151	4	0	3720	3870	4097	4247	4.42e-69	257
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000075-54E1-FBD01-01-01-DB01-02-80.p2058_consensus	97.333	150	4	0	3971	4120	4348	4497	1.59e-68	255
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023019.1_XX-000093-54E1-FBD01-01-01-DB01-03-67.p2058_consensus	95.638	298	13	0	1	298	411	708	8.67e-136	479
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023019.1_XX-000093-54E1-FBD01-01-01-DB01-03-67.p2058_consensus	96.850	254	8	0	2300	2553	2710	2963	1.90e-122	435
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023019.1_XX-000093-54E1-FBD01-01-01-DB01-03-67.p2058_consensus	98.675	151	2	0	1291	1441	1701	1851	2.04e-72	268
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023019.1_XX-000093-54E1-FBD01-01-01-DB01-03-67.p2058_consensus	98.013	151	3	0	1018	1168	1428	1578	9.51e-71	263
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023019.1_XX-000093-54E1-FBD01-01-01-DB01-03-67.p2058_consensus	97.351	151	4	0	3720	3870	4130	4280	4.42e-69	257
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023019.1_XX-000093-54E1-FBD01-01-01-DB01-03-67.p2058_consensus	100.000	81	0	0	3971	4051	4381	4461	7.72e-37	150
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023019.1_SEVAD_2BF10.p1894_consensus	100.000	254	0	0	2300	2553	1074	1327	5.22e-133	470
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023019.1_SEVAD_2BF10.p1894_consensus	99.338	151	1	0	1291	1441	65	215	4.39e-74	274
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_SEVAD_B3-A.p1733_consensus	100.000	254	0	0	2300	2553	2185	2438	5.22e-133	470
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_SEVAD_B3-A.p1733_consensus	99.454	183	1	0	116	298	1	183	7.14e-92	333
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_SEVAD_B3-A.p1733_consensus	100.000	107	0	0	1018	1124	903	1009	2.72e-51	198
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023019.1_SEVAD_2BH10.p1894_consensus	99.606	254	1	0	2300	2553	1826	2079	2.43e-131	464
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023019.1_SEVAD_2BH10.p1894_consensus	98.013	151	3	0	3720	3870	3246	3396	9.51e-71	263
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023019.1_SEVAD_2BH10.p1894_consensus	100.000	106	0	0	4015	4120	3541	3646	9.78e-51	196
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_SEVAD_2BH6.p1894_consensus	99.606	254	1	0	2300	2553	2110	2363	2.43e-131	464
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_SEVAD_2BH6.p1894_consensus	98.013	151	3	0	3720	3870	3530	3680	9.51e-71	263
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_SEVAD_2BH6.p1894_consensus	98.413	126	2	0	1043	1168	853	978	1.61e-58	222
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_SEVAD_2BH6.p1894_consensus	100.000	108	0	0	191	298	1	108	7.56e-52	200
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_SEVAD_B5-A.p1733_consensus	99.606	254	1	0	2300	2553	2555	2808	2.43e-131	464
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_SEVAD_B5-A.p1733_consensus	98.013	151	3	0	1291	1441	1546	1696	9.51e-71	263
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_SEVAD_B5-A.p1733_consensus	97.959	147	3	0	1018	1164	1273	1419	1.59e-68	255
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_SEVAD_B5-A.p1733_consensus	96.503	143	5	0	1	143	256	398	5.76e-63	237
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000088-54E1-OBD01-01-01-DB01-03-33.p2058_consensus	99.213	254	2	0	2300	2553	2684	2937	1.13e-129	459
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000088-54E1-OBD01-01-01-DB01-03-33.p2058_consensus	96.364	165	6	0	63	227	447	611	1.58e-73	272
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000072-54E1-OBD01-01-01-DB01-02-74.p2058_consensus	99.213	254	2	0	2300	2553	2056	2309	1.13e-129	459
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000072-54E1-OBD01-01-01-DB01-02-74.p2058_consensus	99.333	150	1	0	3971	4120	3727	3876	1.58e-73	272
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000072-54E1-OBD01-01-01-DB01-02-74.p2058_consensus	98.473	131	2	0	1038	1168	794	924	2.68e-61	231
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000072-54E1-OBD01-01-01-DB01-02-74.p2058_consensus	100.000	54	0	0	245	298	1	54	7.89e-22	100
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_H-HCTYIA003.p1849_consensus	99.213	254	2	0	2300	2553	2562	2815	1.13e-129	459
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_H-HCTYIA003.p1849_consensus	99.338	151	1	0	1291	1441	1553	1703	4.39e-74	274
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_H-HCTYIA003.p1849_consensus	99.333	150	1	0	149	298	411	560	1.58e-73	272
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_H-HCTYIA003.p1849_consensus	98.675	151	2	0	1018	1168	1280	1430	2.04e-72	268
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_H-HCTYIA003.p1849_consensus	98.000	150	3	0	3971	4120	4233	4382	9.51e-71	263
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_H-HCTYIA003.p1849_consensus	98.947	95	1	0	3720	3814	3982	4076	5.93e-43	171
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_H-HCTYIA003.p1849_consensus	97.297	37	1	0	3834	3870	4096	4132	1.03e-10	63.9
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_MODAD_B2-A.p1733_consensus	99.213	254	2	0	2300	2553	2461	2714	1.13e-129	459
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_MODAD_B2-A.p1733_consensus	96.933	163	5	0	1	163	162	324	4.39e-74	274
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_MODAD_B2-A.p1733_consensus	98.675	151	2	0	1291	1441	1452	1602	5.68e-73	270
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000101-54E1-ITD01-01-01-DB01-03-78.p2058_consensus	98.819	254	3	0	2300	2553	2426	2679	5.26e-128	453
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000101-54E1-ITD01-01-01-DB01-03-78.p2058_consensus	99.522	209	1	0	90	298	216	424	2.52e-106	381
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000101-54E1-ITD01-01-01-DB01-03-78.p2058_consensus	99.333	150	1	0	3971	4120	4097	4246	1.58e-73	272
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_XX-000101-54E1-ITD01-01-01-DB01-03-78.p2058_consensus	97.778	45	1	0	1	45	127	171	3.70e-15	78.7
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023019.1_XX-000074-54E1-FBD01-01-01-DB01-02-78.p2058_consensus	98.819	254	3	0	2300	2553	2697	2950	5.26e-128	453
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023019.1_XX-000074-54E1-FBD01-01-01-DB01-02-78.p2058_consensus	95.276	254	12	0	1	254	398	651	5.37e-113	403
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023019.1_XX-000074-54E1-FBD01-01-01-DB01-02-78.p2058_consensus	98.013	151	3	0	1018	1168	1415	1565	9.51e-71	263
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023019.1_XX-000074-54E1-FBD01-01-01-DB01-02-78.p2058_consensus	98.013	151	3	0	1291	1441	1688	1838	9.51e-71	263
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023019.1_XX-000074-54E1-FBD01-01-01-DB01-02-78.p2058_consensus	97.351	151	4	0	3720	3870	4117	4267	4.42e-69	257
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023019.1_XX-000074-54E1-FBD01-01-01-DB01-02-78.p2058_consensus	97.333	150	4	0	3971	4120	4368	4517	1.59e-68	255
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_SEVAD_2BF7.p1894_consensus	98.819	254	3	0	2300	2553	2697	2950	5.26e-128	453
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_SEVAD_2BF7.p1894_consensus	97.030	202	6	0	1	202	398	599	4.27e-94	340
ON023021.1_SEVAD_B1-B.p1733_consensus	ON023025.1_SEVAD_2BF7.p1894_consensus	99.338	151	1	0	1291	1441	1688	1838	4.39e-74	274
